pidx,Year,Patient services,Claim lines,Paid (dollars),YoY growth (percent)
30868,2024,2129,2283,76460,-42.6
34792,2018,1402,14958,381500,
34792,2019,1139,12721,1125,-99.7
34792,2020,808,8022,1107,-1.6
34792,2021,837,9283,0,-100.0
34792,2022,532,6111,0,
34792,2023,888,10554,0,
34792,2024,460,4683,0,
54984,2020,269,409,8418,
54984,2021,1650,2700,57291,580.6
54984,2022,1084,1647,37426,-34.7
7685,2018,1198,2316,912401,
7685,2019,1138,4801,872198,-4.4
7685,2020,1283,7915,877217,0.6
7685,2021,2016,11377,942754,7.5
7685,2022,1491,8260,702037,-25.5
7685,2023,1339,8014,690904,-1.6
7685,2024,1222,8057,792706,14.7
5960,2018,319,331,338411,
5960,2019,429,2716,493401,45.8
5960,2020,826,20183,1041951,111.2
5960,2021,1545,38277,1926732,84.9
5960,2022,1217,29991,1606098,-16.6
5960,2023,1077,26988,1446354,-9.9
5960,2024,723,17613,1092637,-24.5
26774,2018,6802,7075,239841,
26774,2019,6131,6358,197113,-17.8
26774,2020,4426,4597,130958,-33.6
26774,2021,4053,4246,132247,1.0
44137,2018,578,592,19599,
44137,2019,724,728,34428,75.7
44137,2020,600,602,30666,-10.9
44137,2021,618,621,38131,24.3
44137,2022,508,509,32383,-15.1
44137,2023,498,498,22361,-30.9
44137,2024,657,657,25853,15.6
52440,2018,25,84,508,
52440,2019,57,105,524,3.2
52440,2020,526,1127,4333,726.5
52440,2021,1425,2752,13896,220.7
52440,2022,3770,6933,28065,102.0
52440,2023,3780,5057,38197,36.1
52440,2024,3280,4238,35411,-7.3
10421,2018,358,538,12335,
10421,2019,744,951,13233,7.3
10421,2020,4999,5953,144786,994.1
10421,2021,31156,38434,1163200,703.4
10421,2022,40376,50112,1418880,22.0
10421,2023,30057,35058,957449,-32.5
10421,2024,2644,3045,83306,-91.3
33772,2018,66,226,15367,
33772,2019,213,701,42916,179.3
33772,2020,286,936,63570,48.1
33772,2021,361,1197,77875,22.5
33772,2022,273,962,69581,-10.6
33772,2023,312,1128,78819,13.3
33772,2024,204,802,63073,-20.0
18997,2018,2939,2983,109609,
18997,2019,4454,4535,186694,70.3
18997,2020,3677,3774,171323,-8.2
18997,2021,5728,5786,261857,52.8
18997,2022,6650,6707,286268,9.3
18997,2023,5871,5946,244444,-14.6
18997,2024,4276,4306,121520,-50.3
46832,2019,32,36,1092,
46832,2020,96,104,2877,163.5
46832,2021,654,827,20786,622.5
46832,2022,1987,2438,85561,311.6
46832,2023,1587,2012,61006,-28.7
31758,2018,3807,3977,101342,
31758,2019,4806,4989,119968,18.4
31758,2020,3034,3173,78479,-34.6
31758,2021,1601,1668,49111,-37.4
31758,2022,1463,1500,54699,11.4
31758,2023,1297,1331,41328,-24.4
31758,2024,807,830,31083,-24.8
237,2018,1510881,1780847,11573115,
237,2019,1593531,1813103,10832178,-6.4
237,2020,1692154,1960862,19066558,76.0
237,2021,3067046,3412001,33959741,78.1
237,2022,3067618,3283113,35658023,5.0
237,2023,3036760,3307707,28880031,-19.0
237,2024,2375295,2570076,21074318,-27.0
5091,2018,13,106,4818,
5091,2020,342,6380,330200,
5091,2021,1584,39094,1979243,499.4
5091,2022,1494,38291,2045817,3.4
5091,2023,1499,39465,2160999,5.6
5091,2024,2128,50298,3127139,44.7
39316,2018,172,205,3602,
39316,2019,834,1014,17196,377.4
39316,2020,1061,1219,47248,174.8
39316,2021,1113,1225,48603,2.9
39316,2022,1121,1153,60805,25.1
39316,2023,1192,1237,61140,0.6
39316,2024,846,860,42256,-30.9
45491,2018,213,213,2479,
45491,2019,343,345,4542,83.2
45491,2020,376,384,13110,188.7
45491,2021,1156,1212,54822,318.2
45491,2022,1138,1268,48265,-12.0
45491,2023,1143,1260,44454,-7.9
45491,2024,462,543,18777,-57.8
8700,2018,5112,5180,410114,
8700,2019,6822,6930,551018,34.4
8700,2020,8046,8183,649549,17.9
8700,2021,11784,11968,929346,43.1
8700,2022,12519,12721,962806,3.6
8700,2023,11696,11831,799240,-17.0
8700,2024,9229,9336,603879,-24.4
3303,2018,32221,38569,2155596,
3303,2019,29504,35765,1926392,-10.6
3303,2020,22972,26780,1340563,-30.4
3303,2021,31449,36343,2295412,71.2
3303,2022,34869,40471,2481637,8.1
3303,2023,42913,49819,2883759,16.2
3303,2024,33121,37299,2398916,-16.8
35360,2018,820,835,47631,
35360,2019,902,914,52674,10.6
35360,2020,719,724,47499,-9.8
35360,2021,1242,1253,84413,77.7
35360,2022,1708,1729,122223,44.8
35360,2023,224,227,14553,-88.1
38644,2018,2992,3397,204490,
38644,2019,424,430,27354,-86.6
38644,2020,103,105,7297,-73.3
38644,2023,144,144,16948,
38644,2024,246,247,38485,127.1
2180,2018,881,939,50758,
2180,2019,23441,26524,1436495,2730.1
2180,2020,68352,76876,3634279,153.0
2180,2021,92486,101588,4566662,25.7
2180,2022,93979,102655,5108547,11.9
2180,2023,94719,105633,5040597,-1.3
2180,2024,72921,81460,3908974,-22.5
31304,2018,2063,2068,155251,
31304,2019,1751,1759,121552,-21.7
31304,2020,956,960,63380,-47.9
31304,2021,608,612,47083,-25.7
31304,2022,510,514,39589,-15.9
31304,2023,450,451,29544,-25.4
31304,2024,470,470,36264,22.7
44820,2020,64,74,11067,
44820,2021,802,894,76674,592.8
44820,2022,543,597,65034,-15.2
44820,2023,90,98,17069,-73.8
44820,2024,138,148,24853,45.6
50113,2018,226,272,10520,
50113,2019,338,388,13735,30.6
50113,2020,474,511,14464,5.3
50113,2021,618,671,21325,47.4
50113,2022,553,646,26823,25.8
50113,2023,517,593,27017,0.7
50113,2024,481,549,25659,-5.0
43815,2018,217,230,3687,
43815,2019,907,1104,13868,276.1
43815,2020,210,254,2529,-81.8
43815,2021,697,795,4540,79.5
43815,2022,2544,3134,41238,808.4
43815,2023,3174,3934,67425,63.5
43815,2024,3150,4004,74847,11.0
20497,2018,2350,3086,16815,
20497,2019,2212,2826,21389,27.2
20497,2020,4414,5432,36453,70.4
20497,2021,25315,29255,164313,350.8
20497,2022,31882,37825,224591,36.7
20497,2023,30875,36304,297862,32.6
20497,2024,36410,41730,435228,46.1
35763,2018,522,541,42872,
35763,2019,345,353,25074,-41.5
35763,2020,557,568,43548,73.7
35763,2021,980,1004,70278,61.4
35763,2022,987,1002,66752,-5.0
35763,2023,918,933,59703,-10.6
35763,2024,694,709,49887,-16.4
50718,2018,116,121,4110,
50718,2019,258,279,13136,219.6
50718,2020,406,428,24044,83.0
50718,2021,345,360,11536,-52.0
50718,2022,651,697,47869,315.0
50718,2023,611,630,22531,-52.9
50718,2024,113,145,11196,-50.3
34115,2018,660,661,10567,
34115,2019,634,636,10387,-1.7
34115,2020,797,802,23557,126.8
34115,2021,1403,1432,74332,215.5
34115,2022,1967,2037,101731,36.9
34115,2023,1976,2022,94357,-7.2
34115,2024,1904,1968,86618,-8.2
4671,2019,257,313,3859,
4671,2020,3723,4486,273967,6999.0
4671,2021,38400,42656,1781926,550.4
4671,2022,63002,70473,3795950,113.0
4671,2023,50785,56391,3667073,-3.4
4671,2024,22657,26312,1201040,-67.2
14501,2018,157,2292,343541,
14501,2019,131,1879,312385,-9.1
14501,2020,156,1984,384320,23.0
14501,2021,99,1137,264842,-31.1
14501,2022,126,1530,348609,31.6
14501,2023,167,1594,166260,-52.3
14501,2024,395,2997,410213,146.7
10659,2018,490,23578,680202,
10659,2019,883,29542,1011183,48.7
10659,2020,1259,41429,1120942,10.9
10659,2021,389,13039,132121,-88.2
10659,2022,686,15719,409279,209.8
10659,2023,221,5844,100479,-75.4
10659,2024,306,5420,207948,107.0
26661,2018,1591,1958,105999,
26661,2019,1551,1871,102872,-3.0
26661,2020,887,995,54765,-46.8
26661,2021,1468,1650,110972,102.6
26661,2022,1560,1814,132572,19.5
26661,2023,1497,1735,124684,-5.9
26661,2024,969,1091,74867,-40.0
24478,2018,2101,2123,34968,
24478,2019,4860,5048,87251,149.5
24478,2020,4894,5118,119757,37.3
24478,2021,6938,7344,167824,40.1
24478,2022,11275,11923,258899,54.3
24478,2023,4740,5231,101340,-60.9
24478,2024,2880,3193,75402,-25.6
35851,2019,52,239,39005,
35851,2020,160,853,124851,220.1
35851,2021,252,866,136035,9.0
35851,2022,72,256,37415,-72.5
35851,2023,44,127,19066,-49.0
3117,2018,5031,50009,3033053,
3117,2019,4552,33662,1918489,-36.7
3117,2020,3973,28206,2029897,5.8
3117,2021,4325,31087,2309219,13.8
3117,2022,3878,26851,2355370,2.0
3117,2023,4788,19940,2497204,6.0
3117,2024,3976,16035,2278261,-8.8
34329,2018,297,388,46478,
34329,2019,445,522,71864,54.6
34329,2020,419,523,62173,-13.5
34329,2021,154,184,26376,-57.6
34329,2022,213,234,37210,41.1
34329,2023,564,629,86411,132.2
34329,2024,528,580,65527,-24.2
25055,2018,263,266,36123,
25055,2019,296,303,32107,-11.1
25055,2020,230,235,25086,-21.9
25055,2021,955,985,122436,388.1
25055,2022,2096,2721,208761,70.5
25055,2023,2679,3640,273940,31.2
25055,2024,1254,1786,107623,-60.7
28203,2018,6820,7042,170987,
28203,2019,5770,5783,165385,-3.3
28203,2020,3671,3685,110581,-33.1
28203,2021,2476,2480,80428,-27.3
28203,2022,1570,1582,27129,-66.3
28203,2023,2796,2809,48799,79.9
28203,2024,1298,1304,21087,-56.8
28095,2018,3856,3884,155776,
28095,2019,5281,5340,244692,57.1
28095,2020,4931,5037,229636,-6.2
30536,2018,3276,6612,130193,
30536,2019,2412,5623,89822,-31.0
30536,2020,1970,4369,83850,-6.6
30536,2021,2316,5206,104154,24.2
30536,2022,1686,3701,66150,-36.5
30536,2023,795,1427,20999,-68.3
30536,2024,725,1116,27640,31.6
20631,2018,5288,6450,178345,
20631,2019,3992,4672,160377,-10.1
20631,2020,4210,5452,132534,-17.4
20631,2021,7968,9657,194449,46.7
20631,2022,9606,10779,141078,-27.4
20631,2023,12105,13440,189889,34.6
20631,2024,10247,11525,185365,-2.4
22927,2018,3425,3751,446864,
22927,2019,632,655,58607,-86.9
22927,2020,202,213,63011,7.5
22927,2021,369,393,99889,58.5
22927,2022,284,325,120109,20.2
22927,2023,211,239,136351,13.5
22927,2024,43,48,38544,-71.7
11400,2018,1578,1813,537817,
11400,2019,1705,1856,438268,-18.5
11400,2020,2805,3146,467835,6.7
11400,2021,2487,2793,414157,-11.5
11400,2022,2280,2665,417436,0.8
11400,2023,3093,3601,548214,31.3
11400,2024,2479,3068,494933,-9.7
14512,2020,231,296,59386,
14512,2021,2851,3525,543830,815.8
14512,2022,3247,3877,599388,10.2
14512,2023,3264,3642,561083,-6.4
14512,2024,2993,3443,464076,-17.3
53053,2018,167,169,14506,
53053,2019,170,175,13952,-3.8
53053,2020,177,182,13465,-3.5
53053,2021,295,298,13866,3.0
53053,2022,353,362,20820,50.2
53053,2023,478,486,23220,11.5
53053,2024,343,347,16582,-28.6
19607,2018,1493,1697,62760,
19607,2019,3537,3987,100340,59.9
19607,2020,5641,6228,134847,34.4
19607,2021,7060,7800,201107,49.1
19607,2022,7984,9220,271096,34.8
19607,2023,7988,8915,285048,5.1
19607,2024,6748,7541,246168,-13.6
26811,2018,349,2302,144050,
26811,2019,449,3901,225015,56.2
26811,2020,589,4765,217199,-3.5
26811,2021,208,1687,73584,-66.1
26811,2022,36,282,8519,-88.4
26811,2023,90,819,29791,249.7
2986,2018,41568,48117,2805542,
2986,2019,47069,50756,2740084,-2.3
2986,2020,48875,52893,2737718,-0.1
2986,2021,50108,53705,2675996,-2.3
2986,2022,39626,42678,1676444,-37.4
2986,2023,46278,51710,2384122,42.2
2986,2024,34388,37819,2148790,-9.9
13210,2018,4968,9645,150492,
13210,2019,6201,12362,242557,61.2
13210,2020,7545,17143,320795,32.3
13210,2021,11672,22672,454613,41.7
13210,2022,10860,22750,459325,1.0
13210,2023,13659,28334,484561,5.5
13210,2024,14930,32229,489243,1.0
17299,2018,4924,5539,262453,
17299,2019,6132,6835,308992,17.7
17299,2020,6099,6715,301541,-2.4
17299,2021,5615,6160,314376,4.3
17299,2022,3373,3640,182513,-41.9
17299,2023,3147,3369,147673,-19.1
17299,2024,2752,2921,123997,-16.0
23618,2018,183,385,0,
23618,2019,170,313,557760,
23618,2020,191,339,334107,-40.1
23618,2021,162,331,0,-100.0
23618,2022,170,334,0,
23618,2023,51,95,14948,
48090,2018,737,954,17625,
48090,2019,738,958,11329,-35.7
48090,2020,860,1077,13863,22.4
48090,2021,1055,1278,18949,36.7
48090,2022,1350,1590,27586,45.6
48090,2023,1475,1721,34785,26.1
48090,2024,1526,1799,34288,-1.4
25149,2018,872,1030,38750,
25149,2019,2287,2526,61768,59.4
25149,2020,3610,4005,101069,63.6
25149,2021,4798,5261,121457,20.2
25149,2022,5448,5852,163094,34.3
25149,2023,4959,5345,167146,2.5
25149,2024,5102,5710,145838,-12.7
3526,2018,2129,11544,404624,
3526,2019,1493,8575,371920,-8.1
3526,2020,2961,16011,686088,84.5
3526,2021,5915,33965,1816049,164.7
3526,2022,6752,35292,1897180,4.5
3526,2023,12669,58015,4873484,156.9
3526,2024,14462,55744,4503091,-7.6
43697,2018,582,723,30400,
43697,2019,749,923,34929,14.9
43697,2020,597,738,27806,-20.4
43697,2021,477,552,25321,-8.9
43697,2022,659,841,41437,63.6
43697,2023,515,646,31082,-25.0
43697,2024,256,319,18661,-40.0
9831,2018,329,654,353947,
9831,2019,334,2301,335881,-5.1
9831,2020,409,9740,480312,43.0
9831,2021,607,15237,779326,62.3
9831,2022,529,13559,731258,-6.2
9831,2023,505,12688,709519,-3.0
9831,2024,449,11536,746136,5.2
51982,2023,26,41,93300,
51982,2024,13,16,31066,-66.7
48555,2020,186,186,5096,
48555,2021,1514,1514,39488,674.9
48555,2022,1409,1448,36479,-7.6
48555,2023,1451,1489,46096,26.4
48555,2024,770,772,26854,-41.7
22349,2018,3477,6552,127293,
22349,2019,1817,3073,70959,-44.3
22349,2020,2930,4863,138523,95.2
22349,2021,3682,6393,191346,38.1
22349,2022,3988,7359,238388,24.6
22349,2023,2936,5498,177178,-25.7
22349,2024,1738,3166,71482,-59.7
32568,2018,5067,5502,209442,
32568,2019,6354,6669,199356,-4.8
32568,2020,1069,1183,39044,-80.4
34228,2018,878,1317,100629,
34228,2019,1562,2102,149418,48.5
34228,2020,1493,2005,132325,-11.4
34228,2021,249,308,15964,-87.9
8152,2018,16368,16497,879968,
8152,2019,14957,15131,871060,-1.0
8152,2020,10118,10358,635363,-27.1
8152,2021,12889,13496,861308,35.6
8152,2022,13771,14723,912589,6.0
8152,2023,9610,9916,606563,-33.5
8152,2024,7243,7418,591738,-2.4
39609,2018,2739,2956,25521,
39609,2019,1800,1920,27116,6.3
39609,2020,565,573,17323,-36.1
39609,2021,885,906,9760,-43.7
39609,2022,7867,8045,52863,441.6
39609,2023,11129,11356,101503,92.0
39609,2024,2008,2020,40955,-59.7
49950,2018,25,25,48,
49950,2019,37,37,302,528.4
49950,2020,236,266,6537,2066.7
49950,2021,1104,1196,38644,491.1
49950,2022,592,671,13939,-63.9
49950,2023,1149,1208,42810,207.1
49950,2024,926,956,38766,-9.4
7599,2018,13566,17124,819284,
7599,2019,14808,18719,1151874,40.6
7599,2020,11131,13980,1204392,4.6
7599,2021,16046,19625,1659660,37.8
7599,2022,10097,12054,1041318,-37.3
7616,2018,42,110,855,
7616,2019,349,523,12757,1392.8
7616,2020,6371,8236,224159,1657.2
7616,2021,33392,41348,1229962,448.7
7616,2022,35234,43360,1522961,23.8
7616,2023,36048,43373,1574263,3.4
7616,2024,28866,34674,1296643,-17.6
17813,2018,2589,2686,395143,
17813,2019,4920,5130,243853,-38.3
17813,2020,2864,2903,182110,-25.3
17813,2021,2692,2724,236068,29.6
17813,2022,3032,3080,203193,-13.9
17813,2023,4993,5147,217559,7.1
17813,2024,3817,3899,76952,-64.6
42419,2018,6659,7328,223497,
42419,2019,208,227,4401,-98.0
43158,2018,1825,2049,37487,
43158,2019,1871,2262,48327,28.9
43158,2020,1169,1348,27437,-43.2
43158,2021,1259,1572,30636,11.7
43158,2022,908,1244,33915,10.7
43158,2023,1094,1505,39371,16.1
24645,2018,5913,9464,177869,
24645,2019,4945,7795,174036,-2.2
24645,2020,2522,4450,81937,-52.9
24645,2021,3881,6524,143982,75.7
24645,2022,2275,4099,92226,-35.9
24645,2023,2165,3852,89180,-3.3
24645,2024,1794,3376,75359,-15.5
21397,2018,39,43,4348,
21397,2019,858,872,62584,1339.3
21397,2020,3107,6456,493978,689.3
21397,2021,12472,12993,92980,-81.2
21397,2022,9749,10061,126193,35.7
21397,2023,7439,7581,186039,47.4
21397,2024,4641,4790,138647,-25.5
69,2018,165724,182008,10284627,
69,2019,440616,492019,32589404,216.9
69,2020,892879,1026587,63632136,95.3
69,2021,1174111,1342787,85120661,33.8
69,2022,1228230,1404427,92270275,8.4
69,2023,1275737,1458332,97708090,5.9
69,2024,1038836,1197323,72790334,-25.5
19757,2018,15226,16535,370225,
19757,2019,15179,16268,336114,-9.2
19757,2020,11788,12479,269160,-19.9
19757,2021,9940,10512,260899,-3.1
19757,2022,1744,1863,46056,-82.3
5321,2018,3149,6786,625335,
5321,2019,9007,12821,1501271,140.1
5321,2020,19756,25223,3265532,117.5
5321,2021,10102,10828,1324081,-59.5
5321,2022,4194,4557,408886,-69.1
5321,2023,8301,8738,684866,67.5
5321,2024,14194,14796,1317411,92.4
744,2018,58836,72435,4626998,
744,2019,104261,133115,10074000,117.7
744,2020,105214,135350,10561534,4.8
744,2021,98569,125409,10483196,-0.7
744,2022,107281,136591,10041561,-4.2
744,2023,127159,162876,10993742,9.5
744,2024,104077,133532,8639793,-21.4
33661,2018,400,684,70571,
33661,2019,316,521,40880,-42.1
33661,2020,105,189,19684,-51.8
33661,2021,144,265,30417,54.5
33661,2022,108,182,17994,-40.8
33661,2023,671,1110,119770,565.6
33661,2024,651,981,114974,-4.0
35496,2018,410,1107,49517,
35496,2019,1396,5319,189649,283.0
35496,2020,879,3922,112660,-40.6
35496,2022,39,90,4072,
35496,2023,38,183,7258,78.2
35496,2024,12,70,2044,-71.8
49625,2018,1038,1079,60122,
49625,2019,959,980,56864,-5.4
49625,2020,521,526,27231,-52.1
4781,2018,27317,29702,1276410,
4781,2019,23403,26793,1209189,-5.3
4781,2020,14166,19506,839616,-30.6
4781,2021,19011,25560,1587545,89.1
4781,2022,23612,29685,1160153,-26.9
4781,2023,32655,42356,1879184,62.0
4781,2024,35856,45134,2454201,30.6
7654,2018,19179,19248,714747,
7654,2019,14888,14913,654921,-8.4
7654,2020,20117,20129,750284,14.6
7654,2021,19533,19559,759114,1.2
7654,2022,22456,22486,905517,19.3
7654,2023,24870,24900,1020817,12.7
7654,2024,23506,23506,1018234,-0.3
47449,2018,3036,3215,18140,
47449,2019,3320,3405,19065,5.1
47449,2020,2331,2453,18955,-0.6
47449,2021,3841,3951,40476,113.5
47449,2022,3195,3265,33153,-18.1
47449,2023,2355,2401,26722,-19.4
47449,2024,1272,1603,8369,-68.7
30918,2018,2753,11303,236009,
30918,2019,2208,6703,128812,-45.4
30918,2020,1230,3095,69297,-46.2
30918,2021,451,1085,23240,-66.5
30918,2022,274,585,9123,-60.7
30918,2023,542,1277,20160,121.0
30918,2024,486,1244,20625,2.3
843,2018,186470,219924,8512992,
843,2019,163168,189342,7687245,-9.7
843,2020,108019,126533,7438687,-3.2
843,2021,112498,131283,8081486,8.6
843,2022,125173,145909,10023277,24.0
843,2023,144567,167829,10321453,3.0
843,2024,134405,154232,7895055,-23.5
51935,2018,2018,2018,41736,
51935,2019,1811,1816,37024,-11.3
51935,2020,1478,1478,29424,-20.5
51935,2021,510,510,10263,-65.1
51935,2022,324,324,6297,-38.6
35338,2020,164,667,30868,
35338,2021,1011,4689,214033,593.4
35338,2022,442,1570,124622,-41.8
44054,2018,2031,2032,17485,
44054,2019,5121,5125,40555,131.9
44054,2020,3541,3549,23528,-42.0
44054,2021,6350,6352,40450,71.9
44054,2022,1299,1301,25782,-36.3
44054,2023,1311,1311,26148,1.4
44054,2024,1495,1495,30758,17.6
50826,2018,991,991,10352,
50826,2019,2403,2405,17369,67.8
50826,2020,2869,2873,19034,9.6
50826,2021,3242,3244,24354,27.9
50826,2022,3251,3251,26933,10.6
50826,2023,2458,2458,17897,-33.6
50826,2024,2253,2253,17605,-1.6
27789,2018,1166,1167,104934,
27789,2019,892,892,65458,-37.6
27789,2020,899,900,55576,-15.1
27789,2021,1548,1550,111128,100.0
27789,2022,1199,1211,82137,-26.1
27789,2023,1561,1565,126419,53.9
27789,2024,1260,1274,99032,-21.7
30559,2018,534,9120,139041,
30559,2019,611,8330,145936,5.0
30559,2020,386,3607,82596,-43.4
30559,2021,322,2944,92491,12.0
30559,2022,215,2123,62066,-32.9
29001,2018,3844,4473,307644,
29001,2019,2195,2341,101974,-66.9
29001,2020,1696,1803,75761,-25.7
29001,2021,1701,1850,99834,31.8
479,2018,2679,55287,7652199,
479,2019,3793,75878,11521288,50.6
479,2020,3751,81078,12987651,12.7
479,2021,4186,84652,14259874,9.8
479,2022,4288,85902,15676422,9.9
479,2023,3838,78625,16024058,2.2
479,2024,3879,72600,16253695,1.4
30344,2018,515,519,19691,
30344,2019,1852,1907,64703,228.6
30344,2020,1112,1235,25449,-60.7
30344,2021,1742,1913,34778,36.7
30344,2022,1923,2309,70158,101.7
30344,2023,3997,4578,132044,88.2
30344,2024,3992,4681,183933,39.3
45193,2020,34,35,2182,
45193,2021,44,47,3361,54.1
45193,2022,255,325,20173,500.2
45193,2023,1001,1171,77337,283.4
45193,2024,1076,1192,87141,12.7
36347,2024,83,131,343919,
3006,2018,2372,34040,2238825,
3006,2019,2545,40217,2757847,23.2
3006,2020,2334,35382,2472932,-10.3
3006,2021,2298,43315,3036419,22.8
3006,2022,2015,38964,2736233,-9.9
3006,2023,1610,31775,2276720,-16.8
3006,2024,1197,22847,1560317,-31.5
50674,2018,167,167,2618,
50674,2019,127,127,1115,-57.4
50674,2020,663,666,7278,552.8
50674,2021,1847,1851,22466,208.7
50674,2022,1533,1536,26492,17.9
50674,2023,2700,2703,36549,38.0
50674,2024,3471,3480,38282,4.7
31462,2018,1351,1380,155470,
31462,2019,881,886,100413,-35.4
31462,2020,325,344,39146,-61.0
